trace_name,source_magnitude
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406125510_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406132516_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406163802_EV.png,4.32
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406165722_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406215650_EV.png,3.84
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406215854_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406224707_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090406231531_EV.png,4.92
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407012336_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407050340_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407080050_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407093051_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407093052_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407122923_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407174734_EV.png,5.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090407213423_EV.png,4.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408030029_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408030030_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408103402_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408113554_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408175832_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408225648_EV.png,4.07
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090408231800_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409005253_EV.png,5.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409023723_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409031446_EV.png,4.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409042944_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409043241_EV.png,4.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409044304_EV.png,3.66
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409050901_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409131928_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409151812_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409193816_EV.png,5.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090409224003_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090410032217_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090410043259_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090410043914_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090410154612_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411053857_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411065655_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411070406_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411070927_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411122835_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090411195350_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090412094855_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090412180509_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090412222155_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090413133558_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090413190945_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090413211418_EV.png,5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090414073641_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090416054451_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090418090552_EV.png,4.02
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090418102429_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090420012015_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090420022208_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090421154429_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090423151401_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090423214858_EV.png,4.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090425020820_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090430091348_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090430130056_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090501051245_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090501203438_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090502022059_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090503051439_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090505104358_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090509090936_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090510160004_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090511165900_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090514063017_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090514063228_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090514203050_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090523172418_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090525163725_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090530025507_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090607192131_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090611070444_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090619194707_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090621005513_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090622205833_EV.png,4.66
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090622224913_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090623004152_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090623083501_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090623205844_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090703011402_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090703110300_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090703110302_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090703231251_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090706070215_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090706235111_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090712083843_EV.png,4.1
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090712221419_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090712221421_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090715005801_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090723223726_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20090802223922_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AQU.MN_20111018211304_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20040203095610_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20040520112658_EV.png,4.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20040820111224_EV.png,4.6
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20041111024219_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20041129024215_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20050329065508_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20050711172034_EV.png,4.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20060621093128_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20070817111520_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20070915013152_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20071012170603_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20080415081355_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20090717082802_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20090723091440_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20100331133813_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20101003075640_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARG.HL_20101104131147_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20120220022349_EV.png,4.9
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20120220022352_EV.png,4.9
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20120220024003_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20120713174421_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20120713174424_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20130115042523_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20130517102535_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20130715153737_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20130715153739_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20140126152718_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20140317034441_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/ARSB.KR_20140612030757_EV.png,4.1
C:/Users/evano/Documents/MAGNITUDO/img/ATAL.HA_20080619061217_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/ATAL.HA_20080625220552_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/ATAL.HA_20080627132159_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/ATE.FR_20130607100710_EV.png,4.7
C:/Users/evano/Documents/MAGNITUDO/img/ATE.FR_20150414042528_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/ATE.FR_20150414042529_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/ATE.FR_20150414042530_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/ATHU.HA_20080217013315_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/ATKA.AK_20080221014400_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/ATKA.AK_20090804212104_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/ATKA.AK_20090811142940_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/ATKA.AK_20140916143528_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140105225906_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140105225908_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140114192512_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140114192513_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140312084341_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20140312084342_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AU22.AV_20141001132035_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/AUI.AV_20100418022839_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AUI.AV_20111005215018_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AUI.AV_20111005215020_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/AUL.AV_20131228144306_EV.png,4.1
C:/Users/evano/Documents/MAGNITUDO/img/AUL.AV_20140312084339_EV.png,4.6
C:/Users/evano/Documents/MAGNITUDO/img/AUL.AV_20140312084340_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AUL.AV_20140312084342_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140105225903_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140114192509_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140114192514_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140312084339_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140312084340_EV.png,4.4
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20140312084342_EV.png,4.6
C:/Users/evano/Documents/MAGNITUDO/img/AUQ.AV_20141001132034_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B045.PB_20120914115718_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B045.PB_20120914181947_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B045.PB_20120914182159_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B045.PB_20131004144205_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20120914181947_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20120914182159_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20121212154945_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20121219120217_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20130501210316_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20130518134606_EV.png,4.3
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20130909004051_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20131004144202_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20140102062305_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20140206025537_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20140221090301_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20140319094401_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B046.PB_20140319095705_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B047.PB_20130501210321_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B047.PB_20130909004053_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B047.PB_20140221090302_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B058.PB_20140115045229_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B065.PB_20121222230529_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B065.PB_20140115045232_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B066.PB_20121101143411_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B066.PB_20131202100518_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B066.PB_20140119224746_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B067.PB_20130628035231_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B067.PB_20140115045234_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B072.PB_20120806073545_EV.png,4.5
C:/Users/evano/Documents/MAGNITUDO/img/B072.PB_20140214150720_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B073.PB_20120806073544_EV.png,4.5
C:/Users/evano/Documents/MAGNITUDO/img/B073.PB_20140214150715_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B075.PB_20120806073541_EV.png,4.5
C:/Users/evano/Documents/MAGNITUDO/img/B075.PB_20140214150717_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B076.PB_20140214150720_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B078.PB_20140214150719_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B081.PB_20120424194407_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B081.PB_20121028074659_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B081.PB_20130425185940_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B081.PB_20131230234417_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20130327175027_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20130425185937_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20130628174540_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20130922131004_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20131230234420_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20131231092106_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B082.PB_20140127124234_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B084.PB_20130327175023_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B084.PB_20131231092104_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20120521061955_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20130311165600_EV.png,4.7
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20130313042106_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20130327175021_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20130922131006_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B086.PB_20131231092105_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20120521061952_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20130313042107_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20130327175026_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20130922131006_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20131231092103_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B087.PB_20131231092104_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20120424194405_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20121028074659_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20130425185936_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20131230234416_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20131230234417_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B093.PB_20140127124231_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B916.PB_20121130103959_EV.png,3.7
C:/Users/evano/Documents/MAGNITUDO/img/B916.PB_20121202102031_EV.png,3.6
C:/Users/evano/Documents/MAGNITUDO/img/B916.PB_20140309185944_EV.png,3.13
C:/Users/evano/Documents/MAGNITUDO/img/B916.PB_20140309185946_EV.png,3.13
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20120813140344_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20120829013429_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20121005011716_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20130812073229_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20130910224955_EV.png,3.16
C:/Users/evano/Documents/MAGNITUDO/img/B918.PB_20140326235048_EV.png,3.15
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20120914115721_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20120914181949_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20120914182154_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20121219120219_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20130501210321_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20130909004052_EV.png,3.2
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20131004144205_EV.png,3.9
C:/Users/evano/Documents/MAGNITUDO/img/B932.PB_20140102062308_EV.png,4
C:/Users/evano/Documents/MAGNITUDO/img/B934.PB_20130111104558_EV.png,3.3
C:/Users/evano/Documents/MAGNITUDO/img/B934.PB_20130126131034_EV.png,3.5
C:/Users/evano/Documents/MAGNITUDO/img/B935.PB_20130924213634_EV.png,3.8
C:/Users/evano/Documents/MAGNITUDO/img/B935.PB_20131121004852_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/BBGB.NC_20121010001902_EV.png,3.1
C:/Users/evano/Documents/MAGNITUDO/img/BBGB.NC_20121019174441_EV.png,3.4
C:/Users/evano/Documents/MAGNITUDO/img/BBGB.NC_20121029042510_EV.png,3.8
